age,job,marital,education,housing,loan,contact,poutcome,termdeposit
26,blue-collar,single,basic.9y,yes,no,cellular,nonexistent,no
46,technician,married,professional.course,yes,no,cellular,failure,no
30,services,single,high.school,yes,no,telephone,nonexistent,no
30,student,single,university.degree,yes,no,telephone,nonexistent,no
46,technician,married,professional.course,yes,no,cellular,nonexistent,no
52,management,divorced,high.school,no,no,telephone,nonexistent,no
36,admin.,married,university.degree,yes,no,telephone,failure,no
38,technician,divorced,professional.course,yes,no,telephone,nonexistent,no
31,services,married,basic.9y,yes,no,cellular,nonexistent,yes
27,student,single,unknown,yes,no,cellular,nonexistent,yes
50,technician,married,university.degree,yes,no,cellular,nonexistent,no
47,services,single,basic.9y,no,no,cellular,nonexistent,no
35,management,single,unknown,no,no,telephone,nonexistent,no
37,technician,married,high.school,yes,no,cellular,nonexistent,no
34,student,single,basic.4y,yes,no,telephone,nonexistent,no
56,admin.,married,basic.9y,yes,yes,cellular,nonexistent,yes
40,technician,married,high.school,yes,no,cellular,success,no
52,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
40,self-employed,married,professional.course,no,no,telephone,nonexistent,no
51,technician,married,university.degree,yes,no,cellular,nonexistent,yes
44,admin.,married,high.school,yes,no,telephone,nonexistent,no
34,blue-collar,married,high.school,yes,no,telephone,nonexistent,no
42,admin.,married,unknown,no,no,cellular,nonexistent,no
30,technician,married,professional.course,yes,no,cellular,nonexistent,no
36,admin.,single,high.school,yes,no,cellular,success,no
30,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
21,blue-collar,single,basic.9y,no,no,cellular,nonexistent,no
30,management,divorced,university.degree,no,yes,telephone,nonexistent,no
34,management,married,university.degree,yes,no,telephone,nonexistent,no
47,blue-collar,married,basic.4y,no,no,telephone,failure,no
44,technician,married,professional.course,no,no,telephone,nonexistent,no
26,technician,single,professional.course,yes,no,cellular,failure,no
39,admin.,divorced,university.degree,yes,no,cellular,success,no
42,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,no
31,services,married,high.school,no,yes,telephone,nonexistent,no
36,admin.,single,university.degree,yes,no,cellular,nonexistent,no
32,housemaid,single,basic.4y,yes,yes,telephone,nonexistent,no
37,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
27,technician,single,professional.course,yes,no,cellular,nonexistent,no
27,admin.,married,university.degree,unknown,unknown,cellular,nonexistent,no
29,student,single,professional.course,yes,no,cellular,failure,no
43,management,single,university.degree,yes,yes,cellular,nonexistent,no
36,admin.,single,university.degree,yes,no,cellular,failure,no
46,management,married,basic.9y,yes,yes,telephone,nonexistent,no
30,admin.,married,university.degree,no,no,telephone,nonexistent,no
51,blue-collar,married,basic.4y,no,no,cellular,nonexistent,no
38,blue-collar,single,basic.6y,no,no,cellular,nonexistent,no
45,entrepreneur,married,basic.4y,yes,no,cellular,nonexistent,no
75,retired,married,basic.9y,no,no,telephone,failure,no
48,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
26,student,single,high.school,yes,no,cellular,nonexistent,yes
54,management,married,university.degree,yes,no,cellular,nonexistent,no
36,admin.,married,professional.course,no,no,telephone,nonexistent,no
34,services,married,high.school,no,no,telephone,nonexistent,no
53,blue-collar,married,high.school,no,no,cellular,nonexistent,no
39,admin.,single,university.degree,yes,yes,cellular,nonexistent,no
33,blue-collar,single,basic.6y,yes,no,cellular,failure,yes
25,services,single,high.school,yes,no,telephone,nonexistent,no
30,admin.,single,university.degree,yes,no,cellular,nonexistent,no
42,management,married,basic.6y,yes,no,telephone,nonexistent,no
42,housemaid,married,high.school,yes,no,telephone,nonexistent,no
37,admin.,married,high.school,yes,yes,cellular,failure,no
51,blue-collar,married,high.school,no,yes,cellular,nonexistent,no
35,services,single,high.school,unknown,unknown,cellular,nonexistent,no
31,services,single,high.school,yes,no,telephone,nonexistent,no
36,blue-collar,single,high.school,no,yes,telephone,nonexistent,no
53,services,married,high.school,no,no,telephone,nonexistent,no
29,blue-collar,single,high.school,no,no,telephone,nonexistent,no
37,admin.,single,high.school,no,no,cellular,nonexistent,no
68,retired,married,university.degree,yes,yes,cellular,nonexistent,no
31,blue-collar,married,basic.4y,no,yes,telephone,nonexistent,no
38,entrepreneur,married,university.degree,no,no,telephone,nonexistent,no
41,blue-collar,married,unknown,no,yes,cellular,failure,no
47,services,married,high.school,no,yes,telephone,nonexistent,no
31,blue-collar,married,basic.4y,no,no,cellular,nonexistent,no
40,blue-collar,married,basic.9y,no,yes,telephone,nonexistent,yes
30,admin.,single,high.school,yes,no,cellular,success,no
28,admin.,married,high.school,no,no,cellular,nonexistent,no
35,blue-collar,married,high.school,no,no,cellular,nonexistent,no
25,admin.,single,unknown,yes,no,cellular,failure,yes
31,management,single,university.degree,yes,no,cellular,failure,no
31,services,single,high.school,no,no,telephone,nonexistent,no
36,admin.,married,university.degree,yes,no,cellular,nonexistent,no
36,housemaid,married,basic.6y,no,no,cellular,nonexistent,no
41,technician,married,high.school,no,yes,cellular,nonexistent,no
38,blue-collar,married,basic.9y,unknown,unknown,cellular,nonexistent,no
33,technician,single,university.degree,no,no,cellular,nonexistent,no
36,services,single,high.school,no,no,cellular,nonexistent,no
32,management,married,high.school,yes,no,telephone,nonexistent,no
31,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
34,admin.,married,university.degree,yes,no,cellular,nonexistent,no
25,unemployed,single,high.school,no,no,telephone,nonexistent,yes
48,admin.,married,university.degree,yes,no,cellular,success,yes
32,services,single,high.school,no,no,cellular,nonexistent,no
47,services,married,professional.course,yes,no,telephone,nonexistent,no
38,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
30,admin.,single,university.degree,yes,yes,cellular,nonexistent,no
30,entrepreneur,married,basic.6y,yes,no,cellular,nonexistent,no
54,technician,married,professional.course,yes,no,cellular,nonexistent,yes
45,blue-collar,married,basic.9y,yes,no,cellular,failure,no
45,blue-collar,married,basic.4y,no,no,cellular,failure,no
31,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
39,admin.,divorced,university.degree,yes,yes,cellular,failure,yes
30,technician,single,university.degree,yes,no,telephone,failure,no
33,blue-collar,married,professional.course,yes,no,cellular,nonexistent,yes
76,retired,married,professional.course,yes,no,cellular,success,yes
41,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
46,admin.,married,high.school,yes,no,cellular,nonexistent,no
47,blue-collar,married,basic.6y,yes,no,cellular,failure,no
31,admin.,single,university.degree,yes,no,cellular,nonexistent,no
50,self-employed,married,basic.9y,no,no,cellular,nonexistent,no
47,blue-collar,divorced,basic.4y,no,yes,telephone,nonexistent,no
38,management,married,university.degree,no,no,telephone,nonexistent,yes
37,blue-collar,single,professional.course,yes,no,cellular,nonexistent,no
35,technician,married,high.school,yes,no,cellular,nonexistent,no
47,blue-collar,married,basic.6y,no,no,cellular,nonexistent,no
42,technician,single,professional.course,yes,no,cellular,nonexistent,no
46,housemaid,married,basic.9y,yes,no,telephone,nonexistent,no
46,technician,divorced,university.degree,no,no,cellular,nonexistent,no
58,retired,married,university.degree,yes,no,cellular,failure,no
41,unknown,married,basic.6y,no,yes,telephone,nonexistent,no
41,admin.,divorced,university.degree,no,no,cellular,nonexistent,no
34,technician,single,professional.course,yes,no,cellular,nonexistent,no
50,technician,married,professional.course,no,yes,cellular,nonexistent,no
40,services,divorced,high.school,yes,no,cellular,nonexistent,no
50,blue-collar,married,basic.4y,no,yes,cellular,nonexistent,no
59,retired,divorced,university.degree,no,no,telephone,nonexistent,yes
29,entrepreneur,married,basic.4y,no,no,telephone,failure,no
27,blue-collar,married,university.degree,no,no,telephone,nonexistent,no
28,blue-collar,married,basic.6y,yes,no,telephone,nonexistent,no
30,admin.,single,high.school,yes,no,telephone,nonexistent,no
34,blue-collar,single,basic.9y,yes,no,cellular,failure,no
44,services,divorced,high.school,yes,yes,telephone,nonexistent,no
32,technician,married,high.school,no,no,cellular,nonexistent,no
34,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
50,entrepreneur,married,university.degree,no,no,cellular,nonexistent,no
45,unemployed,married,high.school,no,no,telephone,nonexistent,no
34,blue-collar,married,high.school,no,yes,cellular,nonexistent,no
28,technician,single,university.degree,yes,yes,cellular,nonexistent,no
35,technician,married,professional.course,yes,no,cellular,failure,no
53,self-employed,divorced,university.degree,no,no,cellular,nonexistent,no
57,admin.,married,professional.course,yes,no,cellular,nonexistent,no
39,technician,married,professional.course,no,no,cellular,failure,no
47,retired,married,basic.4y,unknown,unknown,telephone,nonexistent,no
37,admin.,married,university.degree,yes,no,cellular,nonexistent,no
43,admin.,single,high.school,no,yes,telephone,nonexistent,no
36,technician,married,basic.6y,yes,no,telephone,nonexistent,no
26,blue-collar,single,basic.4y,yes,yes,telephone,nonexistent,no
24,technician,single,high.school,yes,no,telephone,nonexistent,no
45,services,married,basic.9y,no,no,telephone,nonexistent,no
34,admin.,married,high.school,yes,no,cellular,nonexistent,no
27,management,single,university.degree,yes,no,cellular,nonexistent,no
51,admin.,married,university.degree,no,no,cellular,nonexistent,no
33,services,married,professional.course,no,no,cellular,failure,no
50,admin.,married,high.school,no,no,telephone,nonexistent,no
59,admin.,married,high.school,yes,no,telephone,nonexistent,no
47,admin.,married,university.degree,no,no,cellular,nonexistent,no
32,blue-collar,married,basic.9y,yes,yes,telephone,nonexistent,no
41,services,married,high.school,yes,yes,cellular,nonexistent,no
64,retired,married,high.school,yes,no,cellular,nonexistent,yes
45,admin.,divorced,university.degree,yes,no,cellular,failure,no
54,blue-collar,married,basic.4y,no,no,cellular,nonexistent,no
33,services,married,professional.course,yes,no,cellular,nonexistent,no
39,blue-collar,married,professional.course,no,no,telephone,nonexistent,no
59,technician,married,unknown,yes,no,telephone,nonexistent,no
29,technician,single,professional.course,yes,no,cellular,success,no
26,admin.,single,high.school,unknown,unknown,telephone,nonexistent,no
48,services,divorced,basic.6y,yes,no,telephone,nonexistent,no
29,admin.,married,unknown,unknown,unknown,telephone,nonexistent,no
24,unknown,single,university.degree,no,no,cellular,success,yes
51,technician,married,basic.9y,no,no,cellular,nonexistent,no
70,retired,married,high.school,yes,no,cellular,nonexistent,no
42,technician,married,basic.9y,no,no,telephone,nonexistent,no
30,blue-collar,single,basic.9y,yes,no,cellular,nonexistent,no
60,retired,divorced,professional.course,yes,no,cellular,failure,no
58,blue-collar,married,professional.course,no,yes,telephone,nonexistent,no
31,technician,married,professional.course,no,no,cellular,nonexistent,no
30,technician,single,professional.course,yes,no,cellular,nonexistent,no
37,technician,single,university.degree,yes,no,telephone,nonexistent,no
39,admin.,married,university.degree,no,no,cellular,nonexistent,no
45,technician,married,high.school,yes,no,cellular,failure,no
50,self-employed,married,basic.9y,no,no,telephone,nonexistent,no
49,admin.,married,university.degree,yes,no,telephone,nonexistent,no
32,blue-collar,married,high.school,yes,no,telephone,nonexistent,no
45,admin.,single,high.school,yes,no,cellular,success,yes
32,admin.,single,high.school,yes,no,cellular,nonexistent,no
42,admin.,single,university.degree,yes,yes,cellular,nonexistent,no
31,blue-collar,single,basic.9y,yes,no,cellular,nonexistent,no
27,retired,single,basic.9y,no,no,cellular,nonexistent,no
31,admin.,single,basic.9y,yes,no,cellular,failure,no
38,technician,married,university.degree,yes,no,cellular,nonexistent,no
30,entrepreneur,divorced,high.school,no,no,telephone,failure,no
46,entrepreneur,married,university.degree,yes,yes,cellular,nonexistent,no
62,retired,married,professional.course,yes,no,cellular,success,yes
42,admin.,divorced,high.school,yes,no,cellular,nonexistent,no
33,admin.,divorced,high.school,no,no,cellular,nonexistent,no
49,admin.,divorced,high.school,yes,no,telephone,nonexistent,no
31,technician,single,university.degree,yes,no,cellular,success,yes
24,services,married,high.school,no,no,cellular,nonexistent,no
48,technician,married,unknown,yes,no,cellular,nonexistent,no
43,admin.,married,high.school,yes,no,cellular,success,yes
31,technician,single,university.degree,no,no,cellular,nonexistent,no
30,admin.,married,university.degree,yes,no,cellular,nonexistent,yes
32,unknown,married,basic.6y,no,no,telephone,nonexistent,no
30,admin.,married,high.school,no,no,telephone,nonexistent,no
57,admin.,divorced,unknown,no,no,telephone,nonexistent,no
52,blue-collar,divorced,basic.9y,yes,no,telephone,nonexistent,no
41,services,single,high.school,yes,yes,telephone,nonexistent,no
49,admin.,divorced,high.school,yes,no,cellular,failure,no
40,blue-collar,married,unknown,no,no,telephone,nonexistent,no
51,entrepreneur,married,professional.course,no,no,cellular,nonexistent,no
51,management,divorced,university.degree,yes,no,cellular,failure,no
59,self-employed,married,university.degree,no,no,cellular,nonexistent,no
